TransmissionID,PHYGrantContextId,Direction,Signal,UEIndex,StartSample,EndSampleExclusive,SampleRate_Hz,Frequency_Hz,PRGIndex0,SymbolGroupIndex0,LayerIndex0,MatrixSHA256,MatrixDigestConvention,Azimuth_deg,Elevation_deg,Directivity_dBi,PatternKind,PatternSource,CoordinateFrame,ArrayClass,ElementModel,SelectedBeamApplied,OverTheAirMeasurement
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,-40,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,-35,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,-30,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,-25,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,-20,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,-15,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,-10,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,-5,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,0,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,5,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,10,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,15,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,20,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,25,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,30,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,35,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,40,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,45,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,50,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,55,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,60,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,65,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,70,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,75,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,80,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,85,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-180,90,-13.1803479984192,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-175,-90,-13.1803479984192,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-175,-85,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-175,-80,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-175,-75,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-175,-70,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-175,-65,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-175,-60,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-175,-55,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-175,-50,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-175,-45,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-175,-40,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-175,-35,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-175,-30,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"88b4f24da33718626d4fca37a400f0bee17cbc44ee3eac59e77bc3a5e8c7dd74","DL|cell=1|ue=1|rnti=1|frame=1|slot=1","DL","PDSCH",1,0,7680,7680000,2350000000,0,0,0,"b1e9e43567946d195d07e49858285f62b5e552b9c9c228beb948cb0d5ef85b28","sixgr-mimo-matrix-v1",-175,-25,-20.1744308386559,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
