relative_path,artifact_role,canonical_source,row_count,column_count,all_zero_finite_column_count,all_missing_column_count,mixed_finite_missing_column_count,semantic_check_count,required_semantic_failure_count,mirror_hash_verified,audit_disposition
air_interface/csv/csi_feedback_reports.csv,canonical_or_derived_artifact,air_interface/csv/csi_feedback_reports.csv,12,56,3,0,2,4,0,False,PASS_DOMAIN_RUNTIME_SEMANTICS
air_interface/csv/csi_rs_trials.csv,canonical_or_derived_artifact,air_interface/csv/csi_rs_trials.csv,6,111,6,3,1,12,0,False,PASS_CONTROL_RUNTIME_SEMANTICS
air_interface/csv/distance_vs_sinr.csv,canonical_or_derived_artifact,air_interface/csv/distance_vs_sinr.csv,12,16,2,1,0,7,0,False,PASS_DERIVED_LINK_SEMANTICS
air_interface/csv/dl_constellation_samples.csv,canonical_or_derived_artifact,air_interface/csv/dl_constellation_samples.csv,3072,63,1,0,0,5,0,False,PASS_MANIFEST_INTEGRITY_SEMANTICS
air_interface/csv/dl_measured_sinr_bler_curve.csv,canonical_or_derived_artifact,air_interface/csv/dl_measured_sinr_bler_curve.csv,8,19,4,0,2,7,0,False,PASS_DERIVED_LINK_SEMANTICS
air_interface/csv/dl_measured_sinr_throughput_curve.csv,canonical_or_derived_artifact,air_interface/csv/dl_measured_sinr_throughput_curve.csv,8,18,0,0,2,7,0,False,PASS_DERIVED_LINK_SEMANTICS
air_interface/csv/dl_pdsch_receiver_evidence_audit.csv,canonical_or_derived_artifact,air_interface/csv/dl_pdsch_receiver_evidence_audit.csv,6,47,5,0,0,5,0,False,PASS_MANIFEST_INTEGRITY_SEMANTICS
air_interface/csv/dl_pdsch_trials.csv,primary_runtime_truth,air_interface/csv/dl_pdsch_trials.csv,6,950,112,183,19,20,0,False,PASS_PRIMARY_RUNTIME_SEMANTICS
air_interface/csv/downstream_channel_references.csv,canonical_or_derived_artifact,air_interface/csv/downstream_channel_references.csv,12,17,0,1,0,5,0,False,PASS_MANIFEST_INTEGRITY_SEMANTICS
air_interface/csv/fer_summary.csv,canonical_or_derived_artifact,air_interface/csv/fer_summary.csv,6,14,4,0,3,7,0,False,PASS_DERIVED_LINK_SEMANTICS
air_interface/csv/harq_combining_gain.csv,canonical_or_derived_artifact,air_interface/csv/harq_combining_gain.csv,1,16,8,0,0,5,0,False,PASS_MANIFEST_INTEGRITY_SEMANTICS
air_interface/csv/link_anchor_kpis.csv,canonical_or_derived_artifact,air_interface/csv/link_anchor_kpis.csv,6,23,3,5,7,4,0,False,PASS_DOMAIN_RUNTIME_SEMANTICS
air_interface/csv/link_kpis.csv,canonical_or_derived_artifact,air_interface/csv/link_kpis.csv,6,17,2,0,10,4,0,False,PASS_DOMAIN_RUNTIME_SEMANTICS
air_interface/csv/live_measured_sinr_summary.csv,canonical_or_derived_artifact,air_interface/csv/live_measured_sinr_summary.csv,6,24,2,0,1,7,0,False,PASS_DERIVED_LINK_SEMANTICS
air_interface/csv/lls_kpi_summary.csv,canonical_or_derived_artifact,air_interface/csv/lls_kpi_summary.csv,6,24,2,1,1,7,0,False,PASS_DERIVED_LINK_SEMANTICS
air_interface/csv/lls_measured_sinr_summary.csv,canonical_or_derived_artifact,air_interface/csv/lls_measured_sinr_summary.csv,6,24,2,0,1,7,0,False,PASS_DERIVED_LINK_SEMANTICS
air_interface/csv/lls_snr_sweep.csv,canonical_or_derived_artifact,air_interface/csv/lls_snr_sweep.csv,1,46,15,0,0,7,0,False,PASS_DERIVED_LINK_SEMANTICS
air_interface/csv/measured_sinr_distribution.csv,canonical_or_derived_artifact,air_interface/csv/measured_sinr_distribution.csv,9,12,2,1,0,7,0,False,PASS_DERIVED_LINK_SEMANTICS
air_interface/csv/metric_unit_catalog.csv,canonical_or_derived_artifact,air_interface/csv/metric_unit_catalog.csv,4535,4,0,0,0,4,0,False,PASS_DOMAIN_RUNTIME_SEMANTICS
air_interface/csv/multiuser_user_summary.csv,canonical_or_derived_artifact,air_interface/csv/multiuser_user_summary.csv,4,29,3,0,0,7,0,False,PASS_DERIVED_LINK_SEMANTICS
air_interface/csv/papr_ccdf.csv,canonical_or_derived_artifact,air_interface/csv/papr_ccdf.csv,32,3,0,0,0,7,0,False,PASS_DERIVED_LINK_SEMANTICS
air_interface/csv/pbch_trials.csv,canonical_or_derived_artifact,air_interface/csv/pbch_trials.csv,2,308,138,23,0,12,0,False,PASS_CONTROL_RUNTIME_SEMANTICS
