relative_path,extension,bytes,sha256,decode_ok,format,width_px,height_px,mode,grayscale_min,grayscale_max,grayscale_stddev,blank_or_constant,issue
analytics/image/contract__beamforming-precoding-mimo-analytics__antenna-element-layout.png,.png,28763,23ee93531937fc6df88bfb9d2438767bb907c5751a6f10b53cf9238e44a1675d,True,PNG,1100,520,RGBA,23,255,22.154522684578044,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__antenna-radiation-pattern.png,.png,30628,b15ab286d96705da7011d1b7a236af1e6ae7964a6dbbce98727cd6063c51d6dc,True,PNG,1100,520,RGBA,23,255,23.218718338020548,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-gain-gap-histogram.png,.png,18110,111f6922d12d9f5bf57576d37fc5db5b92e585fc5910ff5e5318b530eb7f9aa2,True,PNG,1100,620,RGBA,23,255,47.696249614518287,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-hit-rate-top-k-hit-rate.png,.png,26196,f32c0809be585021236ceed6b84f8abce9fa9a6a950381acf956014a0549309b,True,PNG,1100,520,RGBA,23,255,22.130384918843856,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-id-timeline.png,.png,26318,46745fdf9bb84a8d90ddbc9274de54f73471454db6e623118ddc89e009c470c6,True,PNG,1100,520,RGBA,23,255,20.64905446118118,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-pair-timeline.png,.png,26597,3ed88f6dd250a8b850e718ad5ec93d71b141659ee94288b7637ea21c92f19007,True,PNG,1100,520,RGBA,23,255,21.061289385821077,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-pattern-3d.png,.png,37159,35302a38887b45b77a4187619607b2cedd6ef934bb5c9ac338f25f827f6b628f,True,PNG,1180,760,RGBA,23,255,53.155536436966841,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__combiner-summary.png,.png,30485,09ae9444417993240cfd6e0e1230df7505c2fd072295390110c38bf817824f80,True,PNG,1120,620,RGBA,23,255,23.597616570798305,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__condition-number-distribution.png,.png,18192,efadd391c2f78432342ccfcf1f85d05cecd9d7d65a7ab5e6d3797242db77964c,True,PNG,1100,620,RGBA,23,255,47.972268322741286,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__inter-user-leakage.png,.png,30092,3b75fdcd1980784ca60e97502a3c2fd0b18b885d2bb906e7c21297a976a1d9a3,True,PNG,1100,620,RGBA,23,255,19.152159463757659,False,
